,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
6109,9939,20151117T000000,339950.0,0,2.5,2290,8319,2.0,0,0,3,8,2290,0,1985,0,98042,47.3473,-122.151,2500,8751
6395,6924,20150903T000000,539000.0,3,2.0,2350,209088,1.0,0,0,3,7,2350,0,1993,0,98014,47.6527,-121.949,2300,209088
9222,5100,20160331T000000,500000.0,2,1.0,1630,12059,1.0,0,0,3,7,1270,360,1947,0,98125,47.7228,-122.314,1660,8800
2620,8600,20151007T000000,550000.0,5,2.75,3000,9473,1.0,0,0,3,8,1500,1500,1966,0,98052,47.6567,-122.13,2050,8820
8284,10995,20160121T000000,319000.0,3,1.5,2010,10100,1.0,0,0,4,7,1110,900,1964,0,98168,47.4738,-122.266,1900,10100
9800,14028,20160318T000000,654500.0,4,1.0,1780,5000,1.5,0,0,3,8,1780,0,1947,0,98115,47.6761,-122.297,2030,5000
3026,19611,20150926T000000,369000.0,3,2.0,1340,1480,3.0,0,0,3,8,1340,0,1997,0,98117,47.6904,-122.393,1340,1321
12635,17208,20151218T000000,463000.0,4,2.75,1900,6000,1.0,0,2,3,7,1300,600,1961,0,98178,47.495,-122.229,2230,6000
4102,7550,20151216T000000,345000.0,3,2.25,1920,9672,2.0,0,0,4,8,1920,0,1984,0,98074,47.6233,-122.046,1950,10125
10381,6980,20150623T000000,335000.0,1,1.0,720,5100,1.0,0,0,3,6,720,0,1907,0,98117,47.6821,-122.38,1320,5100
14767,3103,20160416T000000,838000.0,4,2.5,2560,7210,2.0,0,0,3,9,2560,0,2006,0,98136,47.5535,-122.395,2160,10439
11737,1612,20150922T000000,1200000.0,2,2.25,2160,17861,2.0,1,4,4,9,2160,0,1956,0,98146,47.502,-122.385,2660,18530
7852,1821,20160323T000000,405000.0,3,2.5,2460,12600,1.0,0,0,4,8,1810,650,1970,0,98059,47.473,-122.118,1820,11180
9636,9085,20150729T000000,331292.0,3,1.75,1660,10000,1.0,0,0,3,7,1660,0,1972,0,98019,47.74100000000001,-121.978,1770,10000
9616,12864,20160225T000000,235000.0,3,1.75,1520,12246,1.0,0,0,4,6,1520,0,1971,0,98010,47.3434,-122.049,1460,12246
4959,4644,20160227T000000,435000.0,2,1.0,990,5643,1.0,0,0,3,7,870,120,1947,0,98115,47.6802,-122.298,1280,5700
2685,8450,20160331T000000,1060000.0,5,4.5,4140,7924,2.0,0,0,3,10,4140,0,2005,0,98074,47.6102,-121.993,3960,8410
12022,3461,20151110T000000,369950.0,4,2.75,2760,7533,1.0,0,0,3,8,1400,1360,1997,0,98042,47.371,-122.108,2340,7943
10166,7880,20150815T000000,740000.0,4,2.5,2500,10330,2.0,0,0,3,10,2500,0,1992,0,98006,47.5595,-122.114,2710,8375
7410,5989,20150506T000000,313950.0,3,1.0,1510,6083,1.0,0,0,4,6,860,650,1940,0,98115,47.6966,-122.324,1510,5712
911,9834,20150624T000000,880000.0,4,2.5,3030,3841,3.0,0,0,3,9,3030,0,2005,0,98117,47.6781,-122.369,1080,4922
6234,5269,20150519T000000,565000.0,4,2.25,2110,10698,2.0,0,0,4,8,2110,0,1979,0,98027,47.5614,-122.082,2220,8252
14954,10919,20151222T000000,810000.0,4,3.25,4140,46173,2.0,0,0,3,9,4140,0,2007,0,98011,47.7647,-122.213,2060,43103
13285,12643,20160115T000000,215000.0,3,1.0,1210,7175,1.0,0,0,3,7,1210,0,1918,0,98106,47.5339,-122.356,1640,5850
7695,82,20150623T000000,415000.0,4,2.5,2170,8518,1.0,0,3,3,7,1350,820,1955,0,98178,47.5073,-122.234,1880,7680
1345,11753,20150516T000000,720000.0,2,1.0,2020,7200,1.0,0,3,4,7,1700,320,1947,0,98146,47.506,-122.384,2020,7200
1444,5051,20150721T000000,562500.0,4,2.5,2440,7322,2.0,0,0,3,9,2440,0,1991,0,98056,47.5357,-122.179,2590,9927
8299,10090,20150729T000000,849000.0,3,3.0,2960,42159,2.0,0,0,3,10,2960,0,1995,0,98052,47.7183,-122.1,2640,25209
3499,21052,20151229T000000,1151250.0,4,2.5,1940,4875,2.0,0,0,4,9,1940,0,1925,0,98112,47.6427,-122.304,1790,4875
9643,11781,20151026T000000,594950.0,4,3.25,2557,9480,2.0,0,2,3,7,2557,0,1948,1993,98118,47.5449,-122.262,2220,8340
10107,460,20150822T000000,1400000.0,4,2.25,3780,5160,2.0,0,0,4,9,2510,1270,1907,0,98112,47.6275,-122.308,2740,5160
13177,21434,20160211T000000,900000.0,6,3.0,2620,4350,1.0,0,0,3,7,1760,860,1957,0,98117,47.678,-122.373,1760,4300
6271,6327,20160420T000000,404000.0,3,2.5,2370,4324,2.0,0,0,3,8,2370,0,2006,0,98038,47.3515,-121.999,2370,4348
2422,8629,20151118T000000,850000.0,4,2.25,2330,10451,2.0,0,0,4,8,2330,0,1965,0,98005,47.6044,-122.168,1880,8400
12451,13788,20160316T000000,525000.0,3,1.75,1330,8136,1.0,0,0,4,7,1330,0,1977,0,98033,47.7001,-122.173,1330,8136
2732,4578,20150603T000000,689800.0,3,2.75,2390,9313,1.0,0,0,5,8,1390,1000,1942,0,98133,47.7209,-122.331,2390,12712
80,12032,20160402T000000,375000.0,3,2.5,2340,10005,1.0,0,0,4,8,1460,880,1978,0,98058,47.4431,-122.133,2250,8162
4217,2951,20160304T000000,512500.0,3,1.75,1600,7200,1.0,0,0,3,7,1180,430,1976,0,98007,47.5966,-122.144,1520,7973
13965,18182,20160112T000000,565000.0,4,2.5,2500,12090,1.0,0,0,3,9,2500,0,1983,0,98074,47.6346,-122.045,3380,12760
11570,11874,20150605T000000,564000.0,3,1.75,1980,6250,1.0,0,1,5,7,1090,890,1910,0,98136,47.554,-122.385,1980,6250
9253,19672,20150605T000000,165000.0,3,1.0,1150,19200,1.0,0,0,4,5,1150,0,1908,0,98001,47.2756,-122.27,1290,19200
14680,10419,20151229T000000,577000.0,3,2.5,2560,5238,2.0,0,0,3,8,2560,0,2001,0,98053,47.6887,-122.04,2560,5185
12306,1582,20150701T000000,482000.0,3,2.25,1710,21485,2.0,0,0,3,7,1710,0,1989,0,98074,47.6198,-122.053,1680,21485
6418,2087,20160409T000000,287000.0,3,1.75,1940,9000,1.0,0,0,3,7,1290,650,1965,0,98055,47.4361,-122.189,1900,9120
4739,17063,20150626T000000,254000.0,5,2.0,2080,16117,1.0,0,0,5,7,1740,340,1959,0,98001,47.3424,-122.289,1510,13068
5337,19857,20150714T000000,560000.0,4,1.75,1980,2700,1.5,0,0,3,8,1210,770,1931,0,98115,47.6865,-122.32,1720,2910
1572,14172,20151210T000000,670950.0,3,2.5,1780,2375,3.0,0,0,3,8,1790,0,2007,0,98107,47.6726,-122.38,1450,2400
13557,20934,20160226T000000,215000.0,3,2.0,1470,2052,1.5,0,0,3,7,1470,0,1986,0,98003,47.3084,-122.331,1390,2052
879,10388,20150922T000000,263000.0,3,1.75,1490,3800,1.0,0,0,3,6,700,790,1913,0,98118,47.5554,-122.27,2180,4000
1578,7324,20160424T000000,550000.0,3,2.5,2250,7752,2.0,0,0,4,8,2250,0,1988,0,98011,47.7489,-122.185,2080,7033
15438,17058,20151216T000000,1065000.0,5,3.5,2920,3000,2.0,0,0,3,9,2260,660,2014,0,98103,47.6846,-122.349,1580,4000
1509,15393,20150730T000000,272500.0,3,2.0,1540,6250,1.0,0,0,3,7,1540,0,1998,0,98038,47.3539,-122.025,2070,6250
1896,16539,20150724T000000,230000.0,3,1.0,1300,14000,1.0,0,0,4,7,1300,0,1958,0,98198,47.4213,-122.322,1390,8750
11552,4752,20151010T000000,608000.0,3,1.5,2240,3750,1.0,0,0,3,7,1220,1020,1952,0,98103,47.6624,-122.336,1570,3400
8917,21041,20160218T000000,685000.0,4,2.0,2290,6000,1.5,0,3,5,7,2290,0,1900,0,98115,47.6807,-122.318,2000,3150
4112,197,20150724T000000,798000.0,4,3.25,3500,10260,2.0,0,0,3,10,3500,0,1987,0,98008,47.5902,-122.13,3500,10658
8834,9412,20150619T000000,489950.0,3,2.25,1820,7326,2.0,0,0,3,8,1820,0,1983,0,98034,47.7133,-122.217,2430,7696
1845,9520,20160326T000000,537000.0,3,2.5,1400,4800,1.0,0,0,3,7,1200,200,1921,0,98117,47.6865,-122.379,1440,3840
5371,1167,20160407T000000,615000.0,3,2.5,1490,1410,2.0,0,0,3,10,1300,190,2008,0,98199,47.6478,-122.383,1490,1715
11957,3039,20160218T000000,435000.0,3,2.0,2040,6880,2.0,0,0,4,7,2040,0,1954,0,98133,47.7601,-122.351,1710,7597
9676,729,20150728T000000,690000.0,3,1.0,1580,4000,2.0,0,0,3,8,1580,0,1905,0,98102,47.6363,-122.32,2190,4000
7195,1367,20150609T000000,563500.0,4,2.5,2800,12831,2.0,0,0,3,8,2800,0,2001,0,98019,47.7392,-121.966,2810,10235
14149,10110,20150829T000000,419000.0,3,2.25,1700,7650,1.0,0,0,4,7,1340,360,1975,0,98034,47.7214,-122.166,1980,7200
5664,8248,20160121T000000,120000.0,3,1.0,1150,8924,1.0,0,0,3,6,1150,0,1943,0,98030,47.3865,-122.217,1492,8924
4742,21412,20160130T000000,536000.0,3,1.75,1530,8503,1.0,0,0,4,7,1150,380,1983,0,98033,47.6872,-122.185,1610,8549
12695,8944,20150626T000000,220000.0,3,1.5,1660,15600,2.0,0,0,3,7,1660,0,1981,0,98001,47.2589,-122.279,1660,14400
14493,19660,20151216T000000,429900.0,3,2.0,1490,1286,3.0,0,0,3,8,1490,0,2014,0,98144,47.57,-122.288,1420,1230
13700,10846,20150711T000000,620000.0,4,2.25,2210,10039,1.0,0,0,4,8,1710,500,1967,0,98052,47.63399999999999,-122.101,2070,10965
15201,2098,20160317T000000,327000.0,4,2.5,2110,3825,2.0,0,0,3,7,2110,0,2013,0,98042,47.359,-122.082,1950,3825
14717,5464,20150804T000000,324747.0,3,2.5,2060,4742,2.0,0,0,3,8,2060,0,2014,0,98038,47.3706,-122.017,2370,4725
5893,18611,20150917T000000,299000.0,3,1.0,1550,8778,1.0,0,0,3,7,1250,300,1952,0,98118,47.5413,-122.281,2120,7268
10241,14957,20150923T000000,822000.0,3,2.5,2290,9158,2.0,0,0,4,8,2290,0,1984,0,98006,47.5476,-122.14,2210,9588
3614,4265,20151210T000000,1060000.0,4,5.25,4140,14757,2.0,0,2,3,11,4140,0,2005,0,98075,47.5871,-121.969,4440,15523
5165,1488,20151204T000000,237000.0,3,2.0,1290,7952,1.0,0,0,3,7,1290,0,1998,0,98030,47.3867,-122.19,1670,7280
2108,18408,20151007T000000,240000.0,3,1.0,1450,7350,1.0,0,0,3,7,1470,0,1969,0,98032,47.3616,-122.286,1720,8050
8071,6250,20160324T000000,310000.0,3,2.75,2090,9620,1.0,0,0,3,8,1340,750,1987,0,98023,47.2741,-122.337,2150,9660
7335,5981,20151110T000000,373000.0,3,1.0,1290,8974,1.0,0,0,5,7,1290,0,1976,0,98072,47.74,-122.173,1540,7500
15571,7085,20150811T000000,599000.0,3,1.75,1650,1180,3.0,0,0,3,8,1650,0,2014,0,98105,47.6636,-122.319,1720,1960
13413,3636,20150919T000000,849000.0,3,1.75,2520,4534,1.0,0,0,5,9,1460,1060,1954,0,98199,47.6381,-122.401,1870,5023
4696,17857,20150716T000000,450000.0,2,2.0,1900,7740,1.0,0,0,4,7,1150,750,1923,0,98126,47.5227,-122.372,1140,7740
9128,3369,20150505T000000,379950.0,4,1.75,1970,9389,1.0,0,0,5,7,1140,830,1960,0,98133,47.7771,-122.339,1820,8135
8317,10228,20150904T000000,808250.0,3,2.0,1750,2640,1.0,0,0,3,8,1010,740,1914,2005,98119,47.6419,-122.368,1750,4560
10751,15905,20160402T000000,525000.0,3,3.0,1730,1074,3.5,0,0,3,8,1730,0,2006,0,98107,47.6692,-122.392,1370,1185
5034,12747,20150709T000000,583000.0,3,2.5,2600,5100,2.0,0,1,3,8,2600,0,1998,0,98056,47.5175,-122.205,2270,5400
12096,14032,20150527T000000,280000.0,3,1.0,1200,6250,1.0,0,0,3,6,920,280,1943,0,98168,47.5095,-122.331,1280,9375
13782,5730,20150618T000000,299000.0,5,2.5,2220,9360,1.0,0,0,4,7,1110,1110,1968,0,98058,47.4341,-122.169,1780,7704
8794,9106,20151014T000000,355000.0,3,2.0,1480,2502,2.0,0,0,3,7,1480,0,1991,0,98103,47.6969,-122.338,1850,5000
7855,17385,20151113T000000,312620.0,3,2.5,1260,11877,1.0,0,0,3,7,1260,0,1975,0,98045,47.4442,-121.762,1430,9790
13405,8777,20151007T000000,340000.0,3,1.75,1730,11986,1.0,0,3,5,6,1730,0,1918,0,98198,47.3595,-122.323,2490,9264
4325,14388,20150620T000000,1325000.0,4,2.25,2870,6280,1.5,0,0,4,9,1980,890,1905,0,98112,47.6329,-122.31,2370,4760
3219,2619,20151111T000000,670000.0,3,3.0,2980,3730,2.0,0,0,3,9,2980,0,2005,0,98029,47.5533,-121.995,2710,3640
12953,9539,20151107T000000,217000.0,2,1.0,720,4760,1.0,0,0,5,5,720,0,1942,0,98056,47.496,-122.186,840,4760
8629,14752,20151212T000000,249000.0,3,1.0,1090,10296,1.0,0,0,4,6,1090,0,1950,0,98028,47.7743,-122.26,1910,10296
6647,15382,20160409T000000,975000.0,3,2.5,2530,7000,2.5,0,4,3,9,2530,0,1915,1999,98136,47.5465,-122.398,2380,7000
7482,21153,20151006T000000,429000.0,3,2.5,1860,11122,2.0,0,0,3,8,1860,0,1994,0,98059,47.5062,-122.151,2420,8542
1193,4067,20150701T000000,1198000.0,4,3.5,3420,3850,2.5,0,0,3,10,2790,610,2008,0,98112,47.6258,-122.302,2030,4000
45,7229,20160407T000000,301000.0,3,2.5,2420,4750,2.0,0,0,3,8,2420,0,2003,0,98042,47.3663,-122.122,2690,4750
13848,14771,20160505T000000,865000.0,4,2.5,2580,10631,2.0,0,2,4,9,2580,0,1992,0,98033,47.6993,-122.206,4220,10631
976,9964,20160413T000000,567500.0,3,2.5,2080,4556,2.0,0,0,3,8,2080,0,1999,0,98074,47.6036,-122.014,1530,5606
15228,14181,20150806T000000,425000.0,4,2.5,2390,5021,2.0,0,0,3,7,2390,0,2002,0,98065,47.5353,-121.879,2520,5333
2963,8452,20160429T000000,441000.0,3,1.5,1540,7200,1.0,0,0,3,7,1540,0,1968,0,98011,47.7357,-122.195,1560,7500
13524,3579,20150521T000000,275000.0,3,2.5,2030,6326,2.0,0,0,3,7,2030,0,1993,0,98038,47.3491,-122.029,1810,6825
1584,2585,20151103T000000,265000.0,3,1.0,800,5760,1.0,0,0,3,6,700,100,1949,0,98155,47.7505,-122.317,1060,6628
6095,8377,20151113T000000,350000.0,2,1.0,940,5000,1.0,0,0,3,7,940,0,1950,0,98155,47.7518,-122.279,1800,7400
4515,20176,20150519T000000,885000.0,4,2.75,2730,3560,1.5,0,0,3,8,1550,1180,1921,2007,98115,47.6737,-122.304,1860,3560
13353,17992,20151118T000000,589000.0,3,1.5,1390,5040,1.0,0,0,3,7,1090,300,1947,0,98105,47.6611,-122.282,1910,4800
13374,18835,20151231T000000,219200.0,3,2.0,1680,7000,1.5,0,0,4,7,1680,0,1968,0,98002,47.2775,-122.203,1540,7480
1975,9895,20150905T000000,749999.0,5,2.25,3060,13630,2.0,0,0,3,10,3060,0,1989,0,98006,47.5585,-122.117,3430,10700
3912,21347,20150516T000000,342000.0,3,1.0,1270,6826,1.0,0,0,3,6,720,540,1944,0,98125,47.731,-122.303,1300,6826
10234,13791,20150729T000000,820000.0,4,2.5,2920,252648,2.0,0,0,3,10,2920,0,2002,0,98027,47.4784,-122.048,2180,71874
7066,10063,20160120T000000,831000.0,3,2.25,2240,8800,1.0,0,0,5,8,2240,0,1957,0,98005,47.5937,-122.172,2240,8800
4411,9627,20150625T000000,589950.0,5,3.0,2790,19439,1.0,0,3,5,7,1500,1290,1973,0,98058,47.4088,-122.089,1620,19439
15045,1391,20150710T000000,1250000.0,3,3.0,3460,5353,2.0,0,0,3,10,2850,610,2007,0,98116,47.5858,-122.393,2460,6325
7341,6413,20160422T000000,449950.0,4,3.0,3290,10783,2.0,0,0,3,9,3290,0,1990,0,98031,47.3904,-122.178,2810,10783
13203,11824,20150701T000000,452000.0,3,1.75,1110,9012,1.0,0,0,4,7,1110,0,1966,0,98052,47.6563,-122.131,1800,8679
10385,12855,20150829T000000,415000.0,3,1.5,1860,9003,1.0,0,0,3,7,1490,370,1955,0,98028,47.7624,-122.26,2090,11574
12181,11592,20160112T000000,1300000.0,4,2.5,3110,11857,2.0,0,4,3,11,2040,1070,1990,0,98117,47.6952,-122.402,3110,11570
10833,15181,20160305T000000,316500.0,3,2.5,1770,3873,2.0,0,0,3,7,1770,0,2005,0,98058,47.4648,-122.144,2280,4330
2840,10585,20150903T000000,475000.0,3,1.5,1480,13457,1.0,0,0,3,7,1480,0,1959,0,98007,47.5914,-122.136,2100,10517
13324,14606,20150711T000000,790000.0,4,2.5,3500,9198,2.0,0,0,3,9,3500,0,2004,0,98053,47.6785,-122.025,3990,8598
14988,7595,20150626T000000,330675.0,4,3.0,1930,3031,1.0,0,0,3,7,1200,730,2006,0,98019,47.7457,-121.985,1930,2611
14414,19569,20151117T000000,288790.0,4,2.0,1390,745,3.0,0,0,3,7,1390,0,2008,0,98027,47.5401,-122.026,1390,942
6757,9356,20160402T000000,598000.0,4,2.5,2420,5118,1.5,0,2,5,7,1550,870,1926,0,98126,47.5671,-122.378,1740,5750
12034,20825,20160322T000000,467000.0,3,2.0,1840,3432,2.0,0,0,3,7,1840,0,2012,0,98155,47.7368,-122.295,1280,7573
8886,10931,20150808T000000,499000.0,3,2.25,3010,9600,2.0,0,0,3,8,2410,600,1978,0,98028,47.7671,-122.263,2620,9660
7749,13063,20150929T000000,745000.0,4,2.5,2760,13093,2.0,0,0,4,9,2760,0,1989,0,98075,47.5845,-122.06,2810,13545
13517,13352,20151218T000000,249000.0,3,2.5,1850,7200,1.0,0,0,3,7,1500,350,1979,0,98023,47.3063,-122.384,2140,7500
15532,11487,20150527T000000,495000.0,3,2.5,1750,1548,3.0,0,0,3,9,1750,0,2013,0,98118,47.5532,-122.282,1750,3960
13566,2938,20160323T000000,183500.0,3,1.0,1010,7520,1.0,0,0,4,6,1010,0,1975,0,98001,47.2699,-122.255,1370,8469
4505,1174,20150531T000000,538888.0,5,2.75,2080,13189,2.0,0,0,3,8,2080,0,1987,0,98074,47.6288,-122.031,2030,11847
6660,20129,20150623T000000,470000.0,3,2.5,2150,8221,2.0,0,0,3,8,2150,0,1992,0,98059,47.5085,-122.15,2490,7951
37,869,20150729T000000,309000.0,3,1.0,1280,9656,1.0,0,0,4,6,920,360,1959,0,98058,47.4485,-122.175,1340,8808
576,13021,20150612T000000,465250.0,5,2.0,1940,7642,1.5,0,0,3,7,1940,0,1957,0,98177,47.7751,-122.38,1940,8724
11406,736,20160211T000000,546000.0,2,1.0,1200,12856,1.0,0,0,4,6,1200,0,1948,0,98027,47.5321,-122.034,1740,6098
3988,1635,20160428T000000,650000.0,5,2.75,2580,7865,1.0,0,0,4,8,1480,1100,1964,0,98007,47.6208,-122.139,2140,8400
13229,2815,20151119T000000,740000.0,3,2.5,2710,18480,2.0,0,2,3,10,2000,710,1978,0,98034,47.7256,-122.259,2710,18077
713,14842,20151001T000000,283000.0,4,2.75,2130,8560,1.0,0,0,3,7,1560,570,1992,0,98022,47.1949,-122.01,2130,8560
15018,8294,20150617T000000,345000.0,3,2.5,1680,2229,2.0,0,0,3,7,1680,0,2007,0,98155,47.7484,-122.322,1230,9300
10034,7648,20160324T000000,810000.0,5,3.25,2950,67475,1.0,0,0,3,8,2530,420,1981,2004,98072,47.7233,-122.117,2620,39820
8608,17720,20150505T000000,1030000.0,5,2.75,3190,16920,1.0,0,3,3,9,1690,1500,1976,0,98006,47.5641,-122.16,3100,13100
2335,17681,20160303T000000,551000.0,3,1.0,1580,6000,1.0,0,0,5,7,1580,0,1947,0,98027,47.5286,-122.032,1580,6000
4899,11850,20160327T000000,830000.0,4,3.25,3330,7809,2.0,0,0,3,9,3330,0,2004,0,98075,47.5977,-121.976,3100,6465
5181,187,20160225T000000,380500.0,3,2.5,1900,7361,2.0,0,0,3,8,1900,0,1994,0,98055,47.4324,-122.191,2100,7361
4420,17657,20160508T000000,337500.0,3,1.0,1020,6000,1.5,0,0,3,7,1020,0,1900,0,98108,47.5254,-122.318,1240,6000
8139,14925,20150923T000000,650000.0,3,2.0,2300,5000,1.0,0,0,4,8,1150,1150,1938,0,98199,47.6521,-122.413,2300,5000
12531,6834,20150506T000000,485000.0,3,2.0,1440,4080,1.5,0,0,3,7,1420,0,1905,2013,98103,47.6872,-122.349,1420,4590
881,4084,20151203T000000,525000.0,4,2.25,1560,7307,1.0,0,0,3,8,1160,420,1973,0,98027,47.569,-122.086,2020,7458
4900,13207,20150723T000000,224950.0,4,2.5,2260,9686,1.0,0,0,4,7,1520,740,1965,0,98002,47.286,-122.218,1750,9916
567,13744,20150529T000000,565000.0,4,2.5,2440,22594,2.0,0,0,3,8,2440,0,1996,0,98053,47.6333,-121.97,2560,33341
7958,17065,20150801T000000,1130000.0,4,2.5,2660,11200,2.0,0,0,3,9,2660,0,1999,0,98004,47.5894,-122.197,3290,11275
5440,3958,20150520T000000,300000.0,3,1.0,1090,9900,1.0,0,0,4,7,1090,0,1955,0,98052,47.6755,-122.16,1720,10419
2245,4436,20151220T000000,285000.0,2,1.0,1210,4895,1.0,0,0,3,6,710,500,1951,0,98126,47.5202,-122.373,1100,6000
5270,13590,20160105T000000,330000.0,4,2.0,1180,7275,1.0,0,0,3,7,1180,0,1965,0,98034,47.7301,-122.2,1210,7275
9254,4096,20151013T000000,305000.0,1,1.0,900,7500,1.0,0,0,3,5,900,0,1946,1987,98155,47.7553,-122.283,1470,7500
4165,6001,20150611T000000,1010000.0,4,2.5,3760,29224,2.0,0,0,3,11,3760,0,1987,0,98052,47.7203,-122.128,3930,19916
8492,18764,20150702T000000,256000.0,4,2.5,2050,5787,2.0,0,0,3,7,2050,0,2002,0,98198,47.3527,-122.315,2030,6615
12932,12662,20160430T000000,871000.0,5,1.75,2360,6150,1.0,0,0,5,7,1180,1180,1940,0,98107,47.6732,-122.4,2100,5500
10499,5117,20150625T000000,557500.0,3,1.75,1900,11165,1.0,0,0,4,7,1900,0,1959,0,98008,47.5789,-122.118,2030,11165
9564,2379,20151203T000000,365500.0,2,1.0,1140,15624,1.0,0,0,4,6,1140,0,1909,0,98177,47.7673,-122.367,2110,15493
239,19970,20160428T000000,186375.0,3,1.0,1000,7636,1.0,0,0,2,7,1000,0,1952,0,98166,47.472,-122.344,1150,7600
13031,687,20150617T000000,343000.0,3,2.5,1270,2509,2.0,0,0,3,8,1270,0,2004,0,98106,47.5357,-122.365,1420,2206
14695,11370,20150811T000000,436472.0,4,2.5,2692,8392,2.0,0,0,3,9,2692,0,2014,0,98030,47.3519,-122.197,2574,14446
10471,7400,20150620T000000,2400000.0,6,4.5,5480,10800,2.0,0,3,4,9,4430,1050,1999,0,98119,47.6307,-122.367,2970,7200
9340,10215,20150924T000000,395000.0,4,1.75,1910,8117,1.0,0,0,3,7,1460,450,1975,0,98072,47.7344,-122.173,1810,8100
1597,6589,20160327T000000,499000.0,4,3.0,2030,12675,2.0,0,0,3,7,2030,0,1982,0,98177,47.7689,-122.379,1990,7705
10083,19448,20150502T000000,750000.0,3,2.5,2390,6550,1.0,0,2,4,8,1440,950,1955,0,98116,47.5714,-122.408,2010,6550
11320,10858,20150505T000000,210000.0,5,2.0,2050,10200,1.0,0,0,3,6,1430,620,1956,0,98198,47.4136,-122.333,1940,8625
1901,19770,20160416T000000,490000.0,3,1.0,1600,6380,1.5,0,0,3,7,1400,200,1939,0,98125,47.7015,-122.317,1760,6380
1180,2687,20151021T000000,229900.0,3,1.75,1100,7224,1.0,0,0,3,7,1100,0,1981,0,98032,47.3717,-122.277,1700,8447
13333,2711,20160302T000000,650000.0,3,2.0,2660,257875,1.0,0,2,4,8,1530,1130,1976,0,98024,47.553,-121.887,1710,64033
8585,12225,20151103T000000,685000.0,4,2.0,2340,6000,1.0,0,0,5,8,1270,1070,1953,0,98199,47.6495,-122.401,1600,6000
8180,1538,20150716T000000,289000.0,2,1.5,1010,1309,2.0,0,0,3,7,860,150,2007,0,98118,47.5659,-122.286,1190,3060
3006,8584,20150609T000000,552000.0,2,2.5,1380,951,3.0,0,0,3,9,1380,0,2006,0,98103,47.6654,-122.355,1430,3400
9858,18994,20160212T000000,557000.0,3,2.5,2280,18241,1.0,0,0,3,9,960,1320,1995,0,98011,47.7453,-122.213,3100,12465
2781,2314,20160211T000000,756000.0,3,2.5,3560,8297,1.0,0,2,4,8,1650,1910,1948,0,98199,47.6473,-122.407,2760,8297
15097,9093,20151223T000000,270500.0,5,2.5,2406,7093,2.0,0,0,3,8,2406,0,2006,0,98001,47.2615,-122.252,1767,7093
5908,5749,20160513T000000,180000.0,2,1.0,800,9450,1.0,0,0,3,6,800,0,1958,0,98058,47.4563,-122.184,1090,9450
6245,7810,20151202T000000,244900.0,3,1.5,1360,9980,1.0,0,0,4,7,1360,0,1966,0,98031,47.4143,-122.206,1360,9750
13294,11029,20150626T000000,451000.0,5,2.75,2830,8925,1.5,0,0,3,7,2830,0,1967,0,98034,47.731,-122.179,1700,8539
11412,18598,20160414T000000,320000.0,4,2.5,2130,9653,1.0,0,0,3,7,1500,630,1978,0,98031,47.4068,-122.175,2000,7988
11858,10724,20151211T000000,305000.0,3,1.0,1150,9048,1.0,0,0,2,7,1150,0,1922,0,98033,47.6755,-122.177,1550,8207
12518,1840,20150702T000000,475000.0,4,2.0,2100,13468,1.0,0,0,5,7,1050,1050,1962,0,98125,47.7139,-122.292,1470,8675
2829,9444,20160327T000000,716000.0,3,1.5,1150,4800,1.5,0,0,3,7,1140,0,1915,0,98109,47.6368,-122.354,1260,4800
7475,16236,20160325T000000,500000.0,3,2.0,1540,3600,1.0,0,0,3,7,890,650,1994,0,98122,47.6103,-122.296,1540,3600
14742,21135,20160501T000000,342000.0,3,2.5,1940,3540,2.0,0,0,3,8,1960,0,2012,0,98038,47.3568,-122.055,1840,3825
5880,2097,20160422T000000,650000.0,3,2.25,1790,9927,1.0,0,2,4,7,1240,550,1969,0,98075,47.5822,-122.077,2610,10700
13455,7361,20151029T000000,299000.0,3,2.0,1730,6007,1.0,0,0,3,8,1730,0,2004,0,98030,47.3573,-122.2,2000,6245
4219,12918,20150522T000000,219900.0,3,1.0,910,6000,1.0,0,0,2,6,910,0,1956,0,98146,47.5065,-122.338,1090,6957
7752,5995,20160508T000000,443000.0,3,1.0,1280,5460,1.5,0,0,4,7,1280,0,1931,0,98133,47.7321,-122.334,1390,5500
13401,9575,20151012T000000,475000.0,3,2.5,1630,7586,2.0,0,0,3,8,1630,0,1986,0,98029,47.5689,-122.023,2090,7330
11010,13163,20151202T000000,410000.0,3,1.5,2270,8187,1.0,0,0,4,8,1420,850,1954,0,98155,47.7573,-122.278,2020,14092
5923,5504,20151215T000000,364950.0,3,2.25,2520,6170,2.0,0,0,3,7,1850,670,2003,0,98038,47.3522,-122.042,2260,6967
3413,3991,20160507T000000,934550.0,4,3.25,2320,5900,1.5,0,2,4,9,2320,0,1910,0,98144,47.597,-122.292,2320,6240
5168,21164,20150630T000000,436500.0,4,2.5,2290,11173,2.0,0,0,4,8,2290,0,1988,0,98058,47.4314,-122.164,2290,10404
906,3053,20160428T000000,435000.0,2,1.0,790,11234,1.0,0,0,4,6,790,0,1942,0,98166,47.4413,-122.349,1930,11871
7750,14033,20150620T000000,371000.0,4,2.5,2550,4770,2.0,0,0,3,8,2550,0,2005,0,98038,47.3526,-122.0,2380,4590
